checking_status,duration,loan_history,purpose,loan_amount,savings_status,employment,installment_commitment,personal_status,other_parties,residence_since,property_magnitude,age,other_payment_plans,housing,existing_loans,job,num_dependents,own_telephone,foreign_worker,accepted,label,foreign_worker_binary,checking_status_ordinal,savings_status_ordinal,employment_ordinal,installment_commitment_ordinal
None,15.0,Existing_loans_paid_till_now,radio/television,1979.0,Unknown_or_no_savings_acct,>7yrs,4.0,male_single,None,2.0,car_or_other_nonsavings,35.0,none,own,1,skilled_employee/official,1.0,No,yes,2.0,0.0,1.0,-1.0,-1.0,3.0,4.0
>200DM,6.0,Existing_loans_paid_till_now,furniture/equipment,2116.0,<100DM,1_to_4yrs,2.0,male_single,None,2.0,real_estate,41.0,none,own,w1,skilled_employee/official,1.0,Yes,yes,2.0,0.0,1.0,2.0,0.0,1.0,2.0
0_to_200DM,9.0,All_loans_paid_duly,new_car,1437.0,100_to_500DM,4_to_7yrs,2.0,male_single,None,3.0,unknown/no_property,29.0,none,own,iw1,skilled_employee/official,1.0,No,yes,1.0,1.0,1.0,1.0,1.0,2.0,2.0
None,42.0,Critical_acct_other_loans_existing,furniture/equipment,4042.0,500_to_1000DM,1_to_4yrs,4.0,male_single,None,4.0,real_estate,36.0,none,own,vx22,skilled_employee/official,1.0,Yes,yes,2.0,0.0,1.0,-1.0,2.0,1.0,4.0
None,9.0,Existing_loans_paid_till_now,education,3832.0,Unknown_or_no_savings_acct,>7yrs,1.0,male_single,None,4.0,real_estate,64.0,none,own,z1,unskilled_resident,1.0,No,yes,2.0,0.0,1.0,-1.0,-1.0,3.0,1.0
<0DM,24.0,Existing_loans_paid_till_now,radio/television,3660.0,<100DM,1_to_4yrs,2.0,female_divorced/separated/married,None,4.0,car_or_other_nonsavings,28.0,none,own,wq1,skilled_employee/official,1.0,No,yes,2.0,0.0,1.0,0.0,0.0,1.0,2.0
<0DM,18.0,All_loans_paid_duly,furniture/equipment,1553.0,<100DM,1_to_4yrs,4.0,male_single,None,3.0,car_or_other_nonsavings,44.0,bank,own,1,skilled_employee/official,1.0,No,yes,1.0,1.0,1.0,0.0,0.0,1.0,4.0
0_to_200DM,15.0,Existing_loans_paid_till_now,radio/television,1444.0,Unknown_or_no_savings_acct,<1yr,4.0,male_single,None,1.0,building_society_savings_agreement/life_insurance,23.0,none,own,d1,skilled_employee/official,1.0,No,yes,2.0,0.0,1.0,1.0,-1.0,0.0,4.0
None,9.0,Existing_loans_paid_till_now,furniture/equipment,1980.0,<100DM,<1yr,2.0,female_divorced/separated/married,co-applicant,2.0,car_or_other_nonsavings,19.0,none,rent,a22,skilled_employee/official,1.0,No,yes,1.0,1.0,1.0,-1.0,0.0,0.0,2.0
0_to_200DM,24.0,Existing_loans_paid_till_now,new_car,1355.0,<100DM,<1yr,3.0,female_divorced/separated/married,None,4.0,car_or_other_nonsavings,25.0,none,own,w1,unskilled_resident,1.0,Yes,yes,1.0,1.0,1.0,1.0,0.0,0.0,3.0
None,12.0,Existing_loans_paid_till_now,education,1393.0,<100DM,>7yrs,4.0,male_single,None,4.0,building_society_savings_agreement/life_insurance,47.0,bank,own,et333,skilled_employee/official,2.0,Yes,yes,2.0,0.0,1.0,-1.0,0.0,3.0,4.0
None,24.0,Existing_loans_paid_till_now,radio/television,1376.0,500_to_1000DM,4_to_7yrs,4.0,female_divorced/separated/married,None,1.0,car_or_other_nonsavings,28.0,none,own,vgn1,skilled_employee/official,1.0,No,yes,2.0,0.0,1.0,-1.0,2.0,2.0,4.0
None,60.0,Delay_in_past,radio/television,15653.0,<100DM,4_to_7yrs,2.0,male_single,None,4.0,car_or_other_nonsavings,21.0,none,own,i22,skilled_employee/official,1.0,Yes,yes,2.0,0.0,1.0,-1.0,0.0,2.0,2.0
None,12.0,Existing_loans_paid_till_now,radio/television,1493.0,<100DM,<1yr,4.0,female_divorced/separated/married,None,3.0,car_or_other_nonsavings,34.0,none,own,w1,skilled_employee/official,2.0,No,yes,2.0,0.0,1.0,-1.0,0.0,0.0,4.0
<0DM,42.0,Delay_in_past,radio/television,4370.0,<100DM,4_to_7yrs,3.0,male_single,None,2.0,building_society_savings_agreement/life_insurance,26.0,bank,own,xe22,skilled_employee/official,2.0,Yes,yes,1.0,1.0,1.0,0.0,0.0,2.0,3.0
<0DM,18.0,Existing_loans_paid_till_now,education,750.0,<100DM,unemployed,4.0,female_divorced/separated/married,None,1.0,real_estate,27.0,none,own,s1,unemployed/unskilled_nonresident,1.0,No,yes,1.0,1.0,1.0,0.0,0.0,-1.0,4.0
0_to_200DM,15.0,Existing_loans_paid_till_now,repairs,1308.0,<100DM,>7yrs,4.0,male_single,None,4.0,car_or_other_nonsavings,38.0,none,own,r22,unskilled_resident,1.0,No,yes,2.0,0.0,1.0,1.0,0.0,3.0,4.0
None,15.0,Existing_loans_paid_till_now,education,4623.0,100_to_500DM,1_to_4yrs,3.0,male_single,None,2.0,building_society_savings_agreement/life_insurance,40.0,none,own,a1,management_self-employed_highly_qualified/officer,1.0,Yes,yes,1.0,1.0,1.0,-1.0,1.0,1.0,3.0
None,24.0,Critical_acct_other_loans_existing,radio/television,1851.0,<100DM,4_to_7yrs,4.0,male_married/widowed,guarantor,2.0,car_or_other_nonsavings,33.0,none,own,pp22,skilled_employee/official,1.0,Yes,yes,2.0,0.0,1.0,-1.0,0.0,2.0,4.0
<0DM,18.0,Critical_acct_other_loans_existing,radio/television,1880.0,<100DM,4_to_7yrs,4.0,male_married/widowed,None,1.0,building_society_savings_agreement/life_insurance,32.0,none,own,e22,management_self-employed_highly_qualified/officer,1.0,Yes,yes,2.0,0.0,1.0,0.0,0.0,2.0,4.0
None,36.0,Delay_in_past,business,7980.0,Unknown_or_no_savings_acct,<1yr,4.0,male_single,None,4.0,car_or_other_nonsavings,27.0,none,rent,epo22,skilled_employee/official,1.0,Yes,yes,1.0,1.0,1.0,-1.0,-1.0,0.0,4.0
<0DM,30.0,No_loans_taken_or_all_paid,furniture/equipment,4583.0,<100DM,1_to_4yrs,2.0,male_divorced/separated,guarantor,2.0,real_estate,32.0,none,own,f22,skilled_employee/official,1.0,No,yes,2.0,0.0,1.0,0.0,0.0,1.0,2.0
None,12.0,Existing_loans_paid_till_now,new_car,1386.0,500_to_1000DM,1_to_4yrs,2.0,female_divorced/separated/married,None,2.0,building_society_savings_agreement/life_insurance,26.0,none,own,xb1,skilled_employee/official,1.0,No,yes,1.0,1.0,1.0,-1.0,2.0,1.0,2.0
>200DM,24.0,Existing_loans_paid_till_now,new_car,947.0,<100DM,4_to_7yrs,4.0,male_single,None,3.0,unknown/no_property,38.0,bank,for_free,e1,skilled_employee/official,2.0,No,yes,1.0,1.0,1.0,2.0,0.0,2.0,4.0
<0DM,12.0,Existing_loans_paid_till_now,education,684.0,<100DM,1_to_4yrs,4.0,male_single,None,4.0,car_or_other_nonsavings,40.0,none,rent,a1,unskilled_resident,2.0,No,yes,1.0,1.0,1.0,0.0,0.0,1.0,4.0
<0DM,48.0,Existing_loans_paid_till_now,education,7476.0,<100DM,4_to_7yrs,4.0,male_single,None,1.0,unknown/no_property,50.0,none,for_free,u1,management_self-employed_highly_qualified/officer,1.0,Yes,yes,2.0,0.0,1.0,0.0,0.0,2.0,4.0
0_to_200DM,12.0,Existing_loans_paid_till_now,furniture/equipment,1922.0,<100DM,1_to_4yrs,4.0,male_single,None,2.0,building_society_savings_agreement/life_insurance,37.0,none,own,hu1,unskilled_resident,1.0,No,yes,1.0,1.0,1.0,1.0,0.0,1.0,4.0
<0DM,24.0,Existing_loans_paid_till_now,new_car,2303.0,<100DM,>7yrs,4.0,male_single,co-applicant,1.0,real_estate,45.0,none,own,tp1,skilled_employee/official,1.0,No,yes,1.0,1.0,1.0,0.0,0.0,3.0,4.0
0_to_200DM,36.0,Delay_in_past,new_car,8086.0,100_to_500DM,>7yrs,2.0,male_single,None,4.0,car_or_other_nonsavings,42.0,none,own,l4444,management_self-employed_highly_qualified/officer,1.0,Yes,yes,1.0,1.0,1.0,1.0,1.0,3.0,2.0
None,24.0,Critical_acct_other_loans_existing,used_car,2346.0,<100DM,4_to_7yrs,4.0,male_single,None,3.0,car_or_other_nonsavings,35.0,none,own,xbw22,skilled_employee/official,1.0,Yes,yes,2.0,0.0,1.0,-1.0,0.0,2.0,4.0
<0DM,14.0,Existing_loans_paid_till_now,new_car,3973.0,<100DM,unemployed,1.0,male_single,None,4.0,unknown/no_property,22.0,none,for_free,r1,skilled_employee/official,1.0,No,yes,2.0,0.0,1.0,0.0,0.0,-1.0,1.0
0_to_200DM,12.0,Existing_loans_paid_till_now,new_car,888.0,<100DM,>7yrs,4.0,male_single,None,4.0,car_or_other_nonsavings,41.0,bank,own,1,unskilled_resident,2.0,No,yes,1.0,1.0,1.0,1.0,0.0,3.0,4.0
None,48.0,Existing_loans_paid_till_now,radio/television,10222.0,Unknown_or_no_savings_acct,4_to_7yrs,4.0,male_single,None,3.0,car_or_other_nonsavings,37.0,stores,own,1,skilled_employee/official,1.0,Yes,yes,2.0,0.0,1.0,-1.0,-1.0,2.0,4.0
0_to_200DM,30.0,No_loans_taken_or_all_paid,business,4221.0,<100DM,1_to_4yrs,2.0,female_divorced/separated/married,None,1.0,car_or_other_nonsavings,28.0,none,own,22,skilled_employee/official,1.0,No,yes,2.0,0.0,1.0,1.0,0.0,1.0,2.0
0_to_200DM,18.0,Critical_acct_other_loans_existing,furniture/equipment,6361.0,<100DM,>7yrs,2.0,male_single,None,1.0,unknown/no_property,41.0,none,own,m1,skilled_employee/official,1.0,Yes,yes,2.0,0.0,1.0,1.0,0.0,3.0,2.0
>200DM,12.0,Existing_loans_paid_till_now,radio/television,1297.0,<100DM,1_to_4yrs,3.0,male_married/widowed,None,4.0,real_estate,23.0,none,rent,sk1,skilled_employee/official,1.0,No,yes,2.0,0.0,1.0,2.0,0.0,1.0,3.0
<0DM,12.0,Existing_loans_paid_till_now,new_car,900.0,Unknown_or_no_savings_acct,1_to_4yrs,4.0,male_married/widowed,None,2.0,car_or_other_nonsavings,23.0,none,own,1,skilled_employee/official,1.0,No,yes,1.0,1.0,1.0,0.0,-1.0,1.0,4.0
None,21.0,Existing_loans_paid_till_now,furniture/equipment,2241.0,<100DM,>7yrs,4.0,male_single,None,2.0,real_estate,50.0,none,own,22,skilled_employee/official,1.0,No,yes,2.0,0.0,1.0,-1.0,0.0,3.0,4.0
0_to_200DM,6.0,Delay_in_past,furniture/equipment,1050.0,<100DM,unemployed,4.0,male_single,None,1.0,building_society_savings_agreement/life_insurance,35.0,stores,own,22,management_self-employed_highly_qualified/officer,1.0,Yes,yes,2.0,0.0,1.0,1.0,0.0,-1.0,4.0
>200DM,6.0,Critical_acct_other_loans_existing,education,1047.0,<100DM,1_to_4yrs,2.0,female_divorced/separated/married,None,4.0,building_society_savings_agreement/life_insurance,50.0,none,own,d1,unskilled_resident,1.0,No,yes,2.0,0.0,1.0,2.0,0.0,1.0,2.0
None,24.0,Critical_acct_other_loans_existing,other,6314.0,<100DM,unemployed,4.0,male_single,co-applicant,2.0,unknown/no_property,27.0,bank,own,e22,management_self-employed_highly_qualified/officer,1.0,Yes,yes,2.0,0.0,1.0,-1.0,0.0,-1.0,4.0
0_to_200DM,30.0,All_loans_paid_duly,furniture/equipment,3496.0,>1000DM,1_to_4yrs,4.0,male_single,None,2.0,car_or_other_nonsavings,34.0,stores,own,fn1,skilled_employee/official,2.0,Yes,yes,2.0,0.0,1.0,1.0,3.0,1.0,4.0
None,48.0,All_loans_paid_duly,business,3609.0,<100DM,1_to_4yrs,1.0,female_divorced/separated/married,None,1.0,real_estate,27.0,stores,own,bh1,skilled_employee/official,1.0,No,yes,2.0,0.0,1.0,-1.0,0.0,1.0,1.0
<0DM,12.0,Critical_acct_other_loans_existing,new_car,4843.0,<100DM,>7yrs,3.0,male_single,co-applicant,4.0,building_society_savings_agreement/life_insurance,43.0,none,rent,22,skilled_employee/official,1.0,Yes,yes,1.0,1.0,1.0,0.0,0.0,3.0,3.0
>200DM,30.0,Critical_acct_other_loans_existing,radio/television,3017.0,<100DM,>7yrs,4.0,male_single,None,4.0,building_society_savings_agreement/life_insurance,47.0,none,own,rth1,skilled_employee/official,1.0,No,yes,2.0,0.0,1.0,2.0,0.0,3.0,4.0
None,24.0,Critical_acct_other_loans_existing,business,4139.0,100_to_500DM,1_to_4yrs,3.0,male_single,None,3.0,building_society_savings_agreement/life_insurance,27.0,none,own,w22,unskilled_resident,1.0,Yes,yes,2.0,0.0,1.0,-1.0,1.0,1.0,3.0
None,36.0,Existing_loans_paid_till_now,business,5742.0,100_to_500DM,4_to_7yrs,2.0,male_single,None,2.0,car_or_other_nonsavings,31.0,none,own,g22,skilled_employee/official,1.0,Yes,yes,2.0,0.0,1.0,-1.0,1.0,2.0,2.0
None,60.0,Existing_loans_paid_till_now,new_car,10366.0,<100DM,>7yrs,2.0,male_single,None,4.0,building_society_savings_agreement/life_insurance,42.0,none,own,1,management_self-employed_highly_qualified/officer,1.0,Yes,yes,2.0,0.0,1.0,-1.0,0.0,3.0,2.0
None,6.0,Critical_acct_other_loans_existing,new_car,2080.0,500_to_1000DM,1_to_4yrs,1.0,male_married/widowed,None,2.0,car_or_other_nonsavings,24.0,none,own,m1,skilled_employee/official,1.0,No,yes,2.0,0.0,1.0,-1.0,2.0,1.0,1.0
None,21.0,Delay_in_past,business,2580.0,500_to_1000DM,<1yr,4.0,male_single,None,2.0,real_estate,41.0,bank,own,1,unskilled_resident,2.0,No,yes,1.0,1.0,1.0,-1.0,2.0,0.0,4.0
None,30.0,Critical_acct_other_loans_existing,radio/television,4530.0,<100DM,4_to_7yrs,4.0,female_divorced/separated/married,None,4.0,car_or_other_nonsavings,26.0,none,rent,i1,management_self-employed_highly_qualified/officer,1.0,Yes,yes,2.0,0.0,1.0,-1.0,0.0,2.0,4.0
None,24.0,Critical_acct_other_loans_existing,furniture/equipment,5150.0,<100DM,>7yrs,4.0,male_single,None,4.0,car_or_other_nonsavings,33.0,none,own,c1,skilled_employee/official,1.0,Yes,yes,2.0,0.0,1.0,-1.0,0.0,3.0,4.0
0_to_200DM,72.0,Existing_loans_paid_till_now,radio/television,5595.0,100_to_500DM,1_to_4yrs,2.0,male_married/widowed,None,2.0,car_or_other_nonsavings,24.0,none,own,t1,skilled_employee/official,1.0,No,yes,1.0,1.0,1.0,1.0,1.0,1.0,2.0
<0DM,24.0,Existing_loans_paid_till_now,radio/television,2384.0,<100DM,>7yrs,4.0,male_single,None,4.0,real_estate,64.0,bank,rent,d1,unskilled_resident,1.0,No,yes,2.0,0.0,1.0,0.0,0.0,3.0,4.0
None,18.0,Existing_loans_paid_till_now,radio/television,1453.0,<100DM,<1yr,3.0,female_divorced/separated/married,None,1.0,real_estate,26.0,none,own,rx1,skilled_employee/official,1.0,No,yes,2.0,0.0,1.0,-1.0,0.0,0.0,3.0
None,6.0,Existing_loans_paid_till_now,education,1538.0,<100DM,<1yr,1.0,female_divorced/separated/married,None,2.0,unknown/no_property,56.0,none,own,mq1,skilled_employee/official,1.0,No,yes,2.0,0.0,1.0,-1.0,0.0,0.0,1.0
None,12.0,Existing_loans_paid_till_now,radio/television,2279.0,Unknown_or_no_savings_acct,1_to_4yrs,4.0,male_single,None,4.0,unknown/no_property,37.0,none,for_free,e1,skilled_employee/official,1.0,Yes,yes,2.0,0.0,1.0,-1.0,-1.0,1.0,4.0
None,15.0,Delay_in_past,radio/television,1478.0,<100DM,1_to_4yrs,4.0,male_married/widowed,None,3.0,real_estate,33.0,bank,own,fq22,skilled_employee/official,1.0,No,yes,2.0,0.0,1.0,-1.0,0.0,1.0,4.0
None,24.0,Critical_acct_other_loans_existing,radio/television,5103.0,<100DM,<1yr,3.0,male_married/widowed,None,3.0,unknown/no_property,47.0,none,for_free,xr333,skilled_employee/official,1.0,Yes,yes,2.0,0.0,1.0,-1.0,0.0,0.0,3.0
0_to_200DM,36.0,Delay_in_past,business,9857.0,100_to_500DM,4_to_7yrs,1.0,male_single,None,3.0,building_society_savings_agreement/life_insurance,31.0,none,own,o22,unskilled_resident,2.0,Yes,yes,2.0,0.0,1.0,1.0,1.0,2.0,1.0
None,60.0,Existing_loans_paid_till_now,new_car,6527.0,Unknown_or_no_savings_acct,1_to_4yrs,4.0,male_single,None,4.0,unknown/no_property,34.0,none,for_free,kdd1,skilled_employee/official,2.0,Yes,yes,2.0,0.0,1.0,-1.0,-1.0,1.0,4.0
>200DM,10.0,Critical_acct_other_loans_existing,radio/television,1347.0,Unknown_or_no_savings_acct,4_to_7yrs,4.0,male_single,None,2.0,building_society_savings_agreement/life_insurance,27.0,none,own,x22,skilled_employee/official,1.0,Yes,yes,2.0,0.0,1.0,2.0,-1.0,2.0,4.0
0_to_200DM,36.0,Delay_in_past,new_car,2862.0,100_to_500DM,>7yrs,4.0,male_single,None,3.0,unknown/no_property,30.0,none,for_free,z1,skilled_employee/official,1.0,No,yes,2.0,0.0,1.0,1.0,1.0,3.0,4.0
None,9.0,Existing_loans_paid_till_now,radio/television,2753.0,100_to_500DM,>7yrs,3.0,male_single,co-applicant,4.0,car_or_other_nonsavings,35.0,none,own,t1,skilled_employee/official,1.0,Yes,yes,2.0,0.0,1.0,-1.0,1.0,3.0,3.0
<0DM,12.0,Existing_loans_paid_till_now,new_car,3651.0,>1000DM,1_to_4yrs,1.0,male_single,None,3.0,building_society_savings_agreement/life_insurance,31.0,none,own,w1,skilled_employee/official,2.0,No,yes,2.0,0.0,1.0,0.0,3.0,1.0,1.0
<0DM,15.0,Critical_acct_other_loans_existing,furniture/equipment,975.0,<100DM,1_to_4yrs,2.0,male_divorced/separated,None,3.0,building_society_savings_agreement/life_insurance,25.0,none,own,y22,skilled_employee/official,1.0,No,yes,2.0,0.0,1.0,0.0,0.0,1.0,2.0
0_to_200DM,15.0,Existing_loans_paid_till_now,repairs,2631.0,100_to_500DM,1_to_4yrs,3.0,female_divorced/separated/married,None,2.0,real_estate,25.0,none,own,1,unskilled_resident,1.0,No,yes,2.0,0.0,1.0,1.0,1.0,1.0,3.0
0_to_200DM,24.0,Existing_loans_paid_till_now,radio/television,2896.0,100_to_500DM,<1yr,2.0,male_single,None,1.0,car_or_other_nonsavings,29.0,none,own,v1,skilled_employee/official,1.0,No,yes,2.0,0.0,1.0,1.0,1.0,0.0,2.0
<0DM,6.0,Critical_acct_other_loans_existing,new_car,4716.0,Unknown_or_no_savings_acct,<1yr,1.0,male_single,None,3.0,real_estate,44.0,none,own,s22,unskilled_resident,2.0,No,yes,2.0,0.0,1.0,0.0,-1.0,0.0,1.0
None,24.0,Existing_loans_paid_till_now,radio/television,2284.0,<100DM,4_to_7yrs,4.0,male_single,None,2.0,car_or_other_nonsavings,28.0,none,own,o1,skilled_employee/official,1.0,Yes,yes,2.0,0.0,1.0,-1.0,0.0,2.0,4.0
None,6.0,Existing_loans_paid_till_now,used_car,1236.0,500_to_1000DM,1_to_4yrs,2.0,male_single,None,4.0,building_society_savings_agreement/life_insurance,50.0,none,rent,l1,skilled_employee/official,1.0,No,yes,2.0,0.0,1.0,-1.0,2.0,1.0,2.0
0_to_200DM,12.0,Existing_loans_paid_till_now,radio/television,1103.0,<100DM,4_to_7yrs,4.0,male_single,guarantor,3.0,real_estate,29.0,none,own,dl22,skilled_employee/official,1.0,No,no,2.0,0.0,0.0,1.0,0.0,2.0,4.0
None,12.0,Critical_acct_other_loans_existing,new_car,926.0,<100DM,unemployed,1.0,female_divorced/separated/married,None,2.0,building_society_savings_agreement/life_insurance,38.0,none,own,wr1,unemployed/unskilled_nonresident,1.0,No,yes,2.0,0.0,1.0,-1.0,0.0,-1.0,1.0
None,18.0,Critical_acct_other_loans_existing,radio/television,1800.0,<100DM,1_to_4yrs,4.0,male_single,None,2.0,car_or_other_nonsavings,24.0,none,own,pb22,skilled_employee/official,1.0,No,yes,2.0,0.0,1.0,-1.0,0.0,1.0,4.0
>200DM,15.0,Existing_loans_paid_till_now,education,1905.0,<100DM,>7yrs,4.0,male_single,None,4.0,car_or_other_nonsavings,40.0,none,rent,ue1,management_self-employed_highly_qualified/officer,1.0,Yes,yes,2.0,0.0,1.0,2.0,0.0,3.0,4.0
None,12.0,Existing_loans_paid_till_now,furniture/equipment,1123.0,500_to_1000DM,1_to_4yrs,4.0,female_divorced/separated/married,None,4.0,car_or_other_nonsavings,29.0,none,rent,my1,unskilled_resident,1.0,No,yes,1.0,1.0,1.0,-1.0,2.0,1.0,4.0
<0DM,48.0,Critical_acct_other_loans_existing,used_car,6331.0,<100DM,>7yrs,4.0,male_single,None,4.0,unknown/no_property,46.0,none,for_free,22,skilled_employee/official,1.0,Yes,yes,1.0,1.0,1.0,0.0,0.0,3.0,4.0
>200DM,24.0,Existing_loans_paid_till_now,radio/television,1377.0,100_to_500DM,>7yrs,4.0,female_divorced/separated/married,None,2.0,unknown/no_property,47.0,none,for_free,m1,skilled_employee/official,1.0,Yes,yes,2.0,0.0,1.0,2.0,1.0,3.0,4.0
0_to_200DM,30.0,Delay_in_past,business,2503.0,100_to_500DM,>7yrs,4.0,male_single,None,2.0,building_society_savings_agreement/life_insurance,41.0,stores,own,w22,skilled_employee/official,1.0,No,yes,2.0,0.0,1.0,1.0,1.0,3.0,4.0
0_to_200DM,27.0,Existing_loans_paid_till_now,business,2528.0,<100DM,<1yr,4.0,female_divorced/separated/married,None,1.0,building_society_savings_agreement/life_insurance,32.0,none,own,x1,skilled_employee/official,2.0,Yes,yes,2.0,0.0,1.0,1.0,0.0,0.0,4.0
None,15.0,Existing_loans_paid_till_now,new_car,5324.0,500_to_1000DM,>7yrs,1.0,female_divorced/separated/married,None,4.0,unknown/no_property,35.0,none,for_free,re1,skilled_employee/official,1.0,No,yes,2.0,0.0,1.0,-1.0,2.0,3.0,1.0
0_to_200DM,48.0,Existing_loans_paid_till_now,new_car,6560.0,100_to_500DM,4_to_7yrs,3.0,male_single,None,2.0,building_society_savings_agreement/life_insurance,24.0,none,own,c1,skilled_employee/official,1.0,No,yes,1.0,1.0,1.0,1.0,1.0,2.0,3.0
0_to_200DM,12.0,No_loans_taken_or_all_paid,furniture/equipment,2969.0,<100DM,<1yr,4.0,female_divorced/separated/married,None,3.0,building_society_savings_agreement/life_insurance,25.0,none,rent,z22,skilled_employee/official,1.0,No,yes,1.0,1.0,1.0,1.0,0.0,0.0,4.0
0_to_200DM,9.0,Existing_loans_paid_till_now,radio/television,1206.0,<100DM,>7yrs,4.0,female_divorced/separated/married,None,4.0,real_estate,25.0,none,own,i1,skilled_employee/official,1.0,No,yes,2.0,0.0,1.0,1.0,0.0,3.0,4.0
0_to_200DM,9.0,Existing_loans_paid_till_now,radio/television,2118.0,<100DM,1_to_4yrs,2.0,male_single,None,2.0,real_estate,37.0,none,own,sk1,unskilled_resident,2.0,No,yes,2.0,0.0,1.0,1.0,0.0,1.0,2.0
None,18.0,Critical_acct_other_loans_existing,radio/television,629.0,500_to_1000DM,>7yrs,4.0,male_single,None,3.0,building_society_savings_agreement/life_insurance,32.0,bank,own,22,management_self-employed_highly_qualified/officer,1.0,Yes,yes,2.0,0.0,1.0,-1.0,2.0,3.0,4.0
<0DM,6.0,All_loans_paid_duly,education,1198.0,<100DM,>7yrs,4.0,female_divorced/separated/married,None,4.0,unknown/no_property,35.0,none,for_free,1,skilled_employee/official,1.0,No,yes,1.0,1.0,1.0,0.0,0.0,3.0,4.0
None,21.0,Existing_loans_paid_till_now,used_car,2476.0,Unknown_or_no_savings_acct,>7yrs,4.0,male_single,None,4.0,real_estate,46.0,none,own,1,management_self-employed_highly_qualified/officer,1.0,Yes,yes,2.0,0.0,1.0,-1.0,-1.0,3.0,4.0
<0DM,9.0,Critical_acct_other_loans_existing,radio/television,1138.0,<100DM,1_to_4yrs,4.0,male_single,None,4.0,real_estate,25.0,none,own,r22,unskilled_resident,1.0,No,yes,2.0,0.0,1.0,0.0,0.0,1.0,4.0
0_to_200DM,60.0,Existing_loans_paid_till_now,new_car,14027.0,<100DM,4_to_7yrs,4.0,male_single,None,2.0,unknown/no_property,27.0,none,own,d1,management_self-employed_highly_qualified/officer,1.0,Yes,yes,1.0,1.0,1.0,1.0,0.0,2.0,4.0
None,30.0,Critical_acct_other_loans_existing,used_car,7596.0,Unknown_or_no_savings_acct,>7yrs,1.0,male_single,None,4.0,car_or_other_nonsavings,63.0,none,own,22,skilled_employee/official,1.0,No,yes,2.0,0.0,1.0,-1.0,-1.0,3.0,1.0
None,30.0,Critical_acct_other_loans_existing,radio/television,3077.0,Unknown_or_no_savings_acct,>7yrs,3.0,male_single,None,2.0,car_or_other_nonsavings,40.0,none,own,tg22,skilled_employee/official,2.0,Yes,yes,2.0,0.0,1.0,-1.0,-1.0,3.0,3.0
None,18.0,Existing_loans_paid_till_now,radio/television,1505.0,<100DM,1_to_4yrs,4.0,male_single,None,2.0,unknown/no_property,32.0,none,for_free,y1,management_self-employed_highly_qualified/officer,1.0,Yes,yes,2.0,0.0,1.0,-1.0,0.0,1.0,4.0
>200DM,24.0,Critical_acct_other_loans_existing,radio/television,3148.0,Unknown_or_no_savings_acct,1_to_4yrs,3.0,male_single,None,2.0,car_or_other_nonsavings,31.0,none,own,22,skilled_employee/official,1.0,Yes,yes,2.0,0.0,1.0,2.0,-1.0,1.0,3.0
0_to_200DM,20.0,No_loans_taken_or_all_paid,used_car,6148.0,100_to_500DM,>7yrs,3.0,male_married/widowed,None,4.0,car_or_other_nonsavings,31.0,bank,own,22,skilled_employee/official,1.0,Yes,yes,2.0,0.0,1.0,1.0,1.0,3.0,3.0
>200DM,9.0,No_loans_taken_or_all_paid,radio/television,1337.0,<100DM,<1yr,4.0,male_single,None,2.0,car_or_other_nonsavings,34.0,none,own,y22,management_self-employed_highly_qualified/officer,1.0,Yes,yes,1.0,1.0,1.0,2.0,0.0,0.0,4.0
0_to_200DM,6.0,All_loans_paid_duly,education,433.0,>1000DM,<1yr,4.0,female_divorced/separated/married,None,2.0,building_society_savings_agreement/life_insurance,24.0,bank,rent,sy1,skilled_employee/official,2.0,No,yes,1.0,1.0,1.0,1.0,3.0,0.0,4.0
